category,country,director,douban_rate,download_url,introduce,language,main_actor,movie_time,name,publish_date
恐怖/惊悚,,詹姆斯·温 James Wan,,ftp://ygdy8:ygdy8@d201.dygod.org:9048/[阳光电影www.ygdy8.com].潜伏2.BD.720p.中英双字幕.rmvb,《潜伏2》从寻常的家庭生活展开，一切从兰伯特夫妇的孩子收到一个礼物开始发生变化。他们的家里无故出现一名飘忽的白衣女鬼，留下神秘诡异回眸一笑后消失不见。除了探秘废墟、惊悚撞鬼等桥段之外，跟灵异事件相关的，少不了来点神神叨叨的占卜。在音效上，影片用一首魔音般的童谣贯穿始终，依然是指向童年阴影这个诡秘路线，似乎像是詹姆斯·温《电锯惊魂》中的密闭空间与《死寂》中的诡异童谣这两个元素此番做了个合体。,英语,萝丝·拜恩 Rose Byrne  ....Renai Lambert,105 Mins,潜伏2/阴儿房2/儿凶2/阴儿房第2章：阴魂守舍(台),
犯罪/剧情/惊悚,,布拉德·福尔曼 Brad Furman,,ftp://ygdy8:ygdy8@d201.dygod.org:9058/[阳光电影www.ygdy8.com].逆转王牌.BD.720p.中英双字幕.rmvb,对福尔曼来说，拍摄电影就像是发掘真相的过程——发现人物的真相，所处地域的真相。而能唤醒这些真相的地方正是充满争议的哥斯达黎加。在对当地的深入调查中，他发现了这里令人难以置信的贫富冲突。他们拥有景象凄凉的贫民窟，而在其上面的山半腰却伫立着超豪华的酒店和别墅。看起来就像是建立在痛苦之的富裕阶层。拉佩拉正处于哥斯达黎加的贫富交界处，白天这里充满贫穷和火药味，夜晚时却又变得闪耀热闹。在那里，你不用也无法修建拍摄场地，它本身就充满故事。影片的几个场景在废弃的建筑物中完成，为此，剧组不得不疏散了那里的流浪汉。拍摄过程并不顺利，因为他们赶上了飓风季节。前一分钟还晴空万里，下一秒就可能雷雨大作。来自英国的福尔曼比其他成员更加适应这种恶劣天气，知道怎么去处理各种棘手问题。 ,英语,本·阿弗莱克 Ben Affleck  ....Ivan Block,91 Mins,逆转王牌/在线德州扑克/逆转赌王(港),
喜剧/剧情/爱情 ,,约瑟夫·高登-莱维特 Joseph Gordon-Levitt,,ftp://ygdy8:ygdy8@d006.dygod.org:1084/[阳光电影www.ygdy8.com].情圣囧色夫.BD.720p.中英双字幕.rmvb,囧瑟夫在片中饰演一位“当代唐璜”，当然这是个古典文艺的称呼，他其实就是个沉迷声色的性瘾患者。如果你看过法斯宾德在《羞耻》中悲由心生的性瘾煎熬，那么囧瑟夫则完全是充满正能量的阳光色情狂。他生命中最重要的东西如下：健身、公寓、飙车、家人、教堂、哥们、美女、毛片。在遇到斯嘉丽·约翰逊之前，毛片是这位奇男子的精神归宿，而女神的出现，给了他洗心革面的激情。,英语,约瑟夫·高登-莱维特 Joseph Gordon-Levitt  ....Don Jon,1h 30mn,情圣囧色夫/唐璜/唐璜之瘾/超急情圣(台)/性人君子(港) ,
动作/科幻/惊悚 ,,大卫·杜西 David Twohy,,ftp://ygdy8:ygdy8@d201.dygod.org:9059/[阳光电影www.ygdy8.com].星际传奇3.BD.720p.中英双字幕.rmvb,既然是一部科幻片，那么特效镜头就是少不了的。除了制作迪塞尔在片中的那一双会发光的眼睛之外，这部电影中还有接近900个特效镜头。大卫·杜西说：“影片中的特效镜头不少，大概有850－900个。在后期的时候，我们一遍一遍看着样片，然后考虑哪些镜头要做成特效镜头再插到电影里面去，这是一个很烦人的工作，因为每个细节都要照顾到才行。在这部电影里，我使用的ARRI Alexa算是目前最先进的数码电影摄影机系统了。这个机器的传感器能提供14个曝光度的宽容度。而当年，柯达的胶片也不过只能提供12个而已。我觉得，数码已经是大势所趋了，而且加上后期的便利程度和拍摄时候的自由度，再考虑到成本问题，我没有理由选择胶片。而且，数码直接拍摄，后期调色也非常容易。要知道，《星际传奇3》是一部很仰仗于后期的电源，我们几乎每一个镜头都经过了调色和修整。”,英语/葡萄牙语,,1:58:40.064 (h:m:s.ms),星际传奇3/超世纪战警:暗黑对决(台),
犯罪/剧情/神秘/惊悚,,约翰·克劳利 John Crowley,,ftp://ygdy8:ygdy8@d006.dygod.org:1086/[阳光电影www.ygdy8.com].危险辩护.BD.720p.中英双字幕.rmvb,这部电影聚集了不少英国级英联邦国家的明星加盟，其中出演对手戏的是澳洲的艾瑞克·巴纳和英国的丽贝卡·豪尔。此外，吉姆·布劳德本特和塞伦·希德等英伦明星也出现在了影片之中。对于自己的演员，克劳利说：“艾瑞克·巴纳，无论是从气质还是从个人感觉上，都很符合律师这个职业。我觉得，他很适合出演这个角色。而且，他的眼神里很有戏。他是那种表面平静，但是内心里翻江倒海的演员。而这一切，都能从他的眼神里体现出来。至于他和丽贝卡·豪尔的配戏，我只能说，他们都是太出色的演员了，他们从一见面开始，就很有默契，互相之间并不像是陌生人，而且还能互相辅佐对方工作。在拍摄他们的对手戏的时候，我能明显地感觉到他们之间的那种紧张的感觉。这种感觉和影片的气质、剧情相符，这的确很棒，也很令人开心。”,英语,艾瑞克·巴纳 Eric Bana  ....Martin Rose,96 Mins,危险辩护/闭路电视/全面锁定(台),
恐怖,,Grant Harvey,,ftp://ygdy8:ygdy8@y201.dygod.org:1409/[阳光电影www.ygdy8.com].圣诞节恐怖故事.BD.720p.中英双字幕.rmvb,介　,英语,George Buza ...Santa ,1h 39mn ,圣诞节恐怖故事,
剧情,,拉契得·波查拉 Rachid Bouchareb,,ftp://ygdy8:ygdy8@y201.dygod.org:1420/[阳光电影www.ygdy8.com].敌人之路.BD.720p.中英双字幕.rmvb,金熊奖(提名) 拉契得·波查拉,英语,福里斯特·惠特克 Forest Whitaker ....William Garnett,117 Mins,敌人之路,
剧情/爱情/悬疑,,杰克·施莱尔 Jake Schreier,,ftp://ygdy8:ygdy8@y006.dygod.org:2139/[阳光电影www.ygdy8.com].纸镇.BD.720p.中英双字幕.rmvb,“你将前往纸上城市，永远不会回来。”玛戈留下的文字，引领昆汀逐步走进那座由现实与虚构交杂而成的纸上城市。,英语,纳特·沃尔夫 Nat Wolff,109分钟,纸镇/纸上城市(台),
恐怖,,达伦·林恩·鲍斯曼 Darren Lynn Bousman,,ftp://ygdy8:ygdy8@y201.dygod.org:1427/[阳光电影www.ygdy8.com].万圣节传说.BD.720p.中英双字幕.rmvb,发生在美国一处郊区几个交织在一起的故事，有着共同的主题：万圣节之夜。各种鬼怪精灵、外星人和斧头杀手们只在这一夜出现，杀戮毫无防备的居民们……,英语,林·沙烨 Lin Shaye,92分钟,万圣节传说,
恐怖,,史蒂文·R·蒙若尔 Steven R. Monroe,,ftp://ygdy8:ygdy8@y006.dygod.org:2145/[阳光电影www.ygdy8.com].莫丽·哈特莉的驱魔.BD.720p.中英双字幕.rmvb,一位牧师，在驱魔过程中因自己的失误导致被驱魔人和另一位牧师的死亡，由此被解除牧师职务。在即将退休的老牧师的帮助下，他获得了从轻处罚，被关进了一家精神病院，在精神病院中，他发现了被恶魔附身的女孩莫丽，决定帮助莫丽进行驱魔，为此他找到了已经退休的老牧师，拿到了驱魔所需要的工具，在一次次的失败后，终于将莫丽体内的恶魔赶了出来。然而这一切都是退休老牧师的阴谋……,英语,戴文·萨瓦 Devon Sawa ....Father John Barrow  ,95 Mins,莫丽·哈特莉的驱魔,
犯罪/惊悚/恐怖,,R.D. Braunstein,,ftp://ygdy8:ygdy8@y201.dygod.org:1435/[阳光电影www.ygdy8.com].我唾弃你的坟墓3.BD.720p.中英双字幕.rmvb,从2010部延续的故事线，珍妮佛返回一个危机热线工作，在那里有一个连环杀手使用热线目标强奸犯。珍妮佛黑暗的过去把侦探派在她的方向，但她是凶手，他们在寻找什么？,英语,莎拉·巴特勒 Sarah Butler,93分钟,我唾弃你的坟墓3：复仇在我/我唾弃你的坟墓3,
动作/喜剧/犯罪/惊悚,,吴宇森 John Woo,,ftp://dygod1:dygod1@d035.dygod.org:2239/[电影天堂www.dy2018.net]纵横四海.1024x548.国粤双语.中文字幕.mkv,介　,粤语/普通话,周润发 Yun-Fat Chow  ....Red Bean Pudding (Joe) (as Chow Yun Fat),108 Min,纵横四海/纵横天下,
喜剧/剧情/动作/爱情,,周星驰 Stephen Chow,,ftp://dygod1:dygod1@d080.dygod.org:2024/[电影天堂www.dy2018.net]大内密探零零发.1024x576.国粤双语.中文字幕.mkv,后来，金国以“天外飞仙”(外星人)尸体为名骗出皇帝，并将三大高手歼灭。关键时刻零零发使用他发明的“直升机”和“机关枪”救出皇帝，并打败了敌人。敌人不死心，派来名妓琴操(李若彤)引诱零零发。零零发与妻子(刘嘉玲)将计就计，将敌人一网打尽。,普通话/粤语,刘嘉玲 Carina Lau .....Kar-Ling,89 MiN,大内密探零零发,
剧情,,陈怀恩 Huai-en Chen,,ftp://dygod1:dygod1@d080.dygod.org:2025/练习曲.[中字.1024分辨率]/[电影天堂www.dy2018.net]练习曲HD中字.rmvb,故事继续……,普通话,张惠春 Saya Chang,108 MiN,练习曲,
音乐/剧情,,Duane Adler ,,ftp://ygdy8:ygdy8@d201.dygod.org:9101/[阳光电影www.ygdy8.com].斗舞帮.BD.720p.中英双字幕.rmvb,本片采用3D技术拍摄而成，在保留传统的斗舞内容之外，影片还将展现美丽的爱情故事，并将情感的进展穿插在踢踏舞、嘻哈、Swing等多种舞种。 ,英语,戴瑞克.浩夫 Derek Hough  ....Donny,1h 49mn,斗舞帮/鼓舞3D ,
动画/冒险/喜剧/家庭/科幻,,Callan Brunker,,ftp://ygdy8:ygdy8@d006.dygod.org:1091/[阳光电影www.ygdy8.com].逃离地球.BD.720p.国英双语.中英双字幕.mkv,为了救回最亲密的兄弟，一向谨小慎微的盖里不得不踏上凶险的征途，而这一切背后的阴谋也悄悄浮出水面…… ,英语,杰西卡·阿尔芭 Jessica Alba ....Lena (voice),1h 29mn,逃离地球/地球人坏坏(台),
动作/传记/剧情/运动,,朗·霍华德 Ron Howard,,ftp://ygdy8:ygdy8@d201.dygod.org:9102/[阳光电影www.ygdy8.com].极速风流.BD.720p.中英双字幕.rmvb,第18届圣地亚哥影评人协会奖 (2013),英语,克里斯·海姆斯沃斯 Chris Hemsworth  ....James Hunt,2h 2mn,极速风流/冲刺/竞速风流/决战终点线(台)/一级双雄(港),
剧情,,瑞恩·库格勒 Ryan Coogler,,ftp://ygdy8:ygdy8@d006.dygod.org:1093/[阳光电影www.ygdy8.com].弗鲁特韦尔车站.BD.720p.中英双字幕.rmvb,第79届纽约影评人协会奖 最佳处女作 瑞恩·库格勒,英语,迈克尔·B·乔丹 Michael B. Jordan  ....Oscar,85 min,弗鲁特韦尔车站/公义终站(港)/弗鲁特韦尔/水果谷,
爱情/剧情/科幻/喜剧,,理查德·柯蒂斯 Richard Curtis,,ftp://ygdy8:ygdy8@d201.dygod.org:9104/[阳光电影www.ygdy8.com].时空恋旅人.BD.720p.中英双字幕.rmvb,·理查德·柯蒂斯表示影片有可能将是他执导的最后一部影片，他愿意像片子所告诫人们的那样，多把时间留给身边的人和普通的事。,英语,瑞秋·麦克亚当斯 Rachel McAdams  ....Mary,123 min,时空恋旅人/回到最爱的一天(港)/真爱每一天(台),
传记/剧情,,李·丹尼尔斯 Lee Daniels,,ftp://ygdy8:ygdy8@d006.dygod.org:1095/[阳光电影www.ygdy8.com].白宫管家.BD.720p.中英双字幕.rmvb,有这么宏伟的一个阵容，导演李·丹尼尔斯很是满意，因为他明白，这部电影就是要依靠演技构建的。他说：“演员是这部电影的最大的问题，也是最大的难题。因为这种故事结构、这么多的历史事件，非常考验演员们的演技。不同的历史时期，不同的总统，都有自己最为独特的魅力和执政方法。我之所以需要这么一个演员阵容，是因为，只有这样的演员才能呈现出历史－－或者说是真实的模样。我很欣赏影片的剧本，也很在意人们对历史的解读。所以，我并不是很希望这部电影有着太过于强烈的娱乐效果。当然，我也并不想把这部电影拍摄称什么历史科教片。在这种正统、严肃和轻松娱乐之间，我需要找到一个平衡点。福里斯特o惠特克是这部电影中最重要的演员，他所要表现出一个人从壮年到老年的变化，无论是肢体上的还是心态上的，都需要借助他的演技才能展现。而且，尤金是一个黑人，所以，马丁·路德·金遇刺的那段，是他的情感戏中的重点。好在这些演员都非常出色，他们用自己的表演说服了我，同时也展现了历史。我很为我自己能拥有这么一个演员阵容而自豪。因为，这样的阵容算是好莱坞目前最有演技的一批中坚派演员了。”,英语,福里斯特·惠特克 Forest Whitaker  ....Cecil Gaines,132 min,白宫管家/白宫第一管家(台),
剧情/恐怖,,金伯莉·皮尔斯 Kimberly Peirce,,ftp://ygdy8:ygdy8@d201.dygod.org:9106/[阳光电影www.ygdy8.com].魔女嘉莉.BD.720p.中英双字幕.rmvb,电影《魔女嘉莉》改编自史蒂芬·金同名畅销小说，1976年曾被导演布莱恩·德·帕尔玛搬上银幕，一时间由茜茜·斯派塞克塑造的魔女成为经典形象。,英语,科洛·莫瑞兹 Chloe Moretz  ....Carrie White,1h 40mn,魔女嘉莉,
惊悚/剧情/科幻/悬疑,,阿方索·卡隆 Alfonso Cuarón,,ftp://ygdy8:ygdy8@d201.dygod.org:9108/[阳光电影www.ygdy8.com].地心引力.HD.720p.中文字幕.rmvb,桑德拉·布洛克：为了饰演这个角色，听了很多安静的古典音乐，练习了一些经典慢舞，本来我是一个想到哪儿做到哪儿的人，但这些音乐让我更加放松，更接近宇航员的状态。,英语,桑德拉·布洛克 Sandra Bullock  ....瑞恩·斯通 Dr. Ryan Stone,90 min,地心引力/引力边缘(港)/地球引力/重力,
喜剧,,妮可·哈罗芬瑟 Nicole Holofcener,,ftp://ygdy8:ygdy8@d201.dygod.org:9109/[阳光电影www.ygdy8.com].无须多言.BD.720p.中英双字幕.rmvb,最佳男配角(提名) 詹姆斯·甘多菲尼,英语,詹姆斯·甘多菲尼 James Gandolfini  ....Albert,93 min,无须多言/缘来说够了(港),
喜剧/剧情/爱情,,詹姆斯·庞索特 James Ponsoldt,,ftp://ygdy8:ygdy8@d006.dygod.org:1099/[阳光电影www.ygdy8.com].好景当前.BD.720p.中英双字幕.rmvb,年度被忽略影片(提名) ,英语,谢琳·伍德蕾 Shailene Woodley  ....Aimee Finicky,95 min,好景当前/青春年华/精彩就在现在,
冒险/传记/剧情/惊悚,,保罗·格林格拉斯 Paul Greengrass,,ftp://ygdy8:ygdy8@d201.dygod.org:9111/[阳光电影www.ygdy8.com].菲利普斯船长.BD.720p.中英双字幕.rmvb,最佳男配角(提名) 巴克德·阿巴蒂,英语/索马里语,汤姆·汉克斯 Tom Hanks  ....Captain Richard Phillips,134 Mins,菲利普斯船长/盗海狙击(港)/怒海劫(台),
动作/科幻/惊悚 ,,大卫·杜西 David Twohy,,ftp://ygdy8:ygdy8@d201.dygod.org:9110/[阳光电影www.ygdy8.com].星际传奇3未分级导演剪辑版.BD.720p.中英双字幕.rmvb,既然是一部科幻片，那么特效镜头就是少不了的。除了制作迪塞尔在片中的那一双会发光的眼睛之外，这部电影中还有接近900个特效镜头。大卫·杜西说：“影片中的特效镜头不少，大概有850－900个。在后期的时候，我们一遍一遍看着样片，然后考虑哪些镜头要做成特效镜头再插到电影里面去，这是一个很烦人的工作，因为每个细节都要照顾到才行。在这部电影里，我使用的ARRI Alexa算是目前最先进的数码电影摄影机系统了。这个机器的传感器能提供14个曝光度的宽容度。而当年，柯达的胶片也不过只能提供12个而已。我觉得，数码已经是大势所趋了，而且加上后期的便利程度和拍摄时候的自由度，再考虑到成本问题，我没有理由选择胶片。而且，数码直接拍摄，后期调色也非常容易。要知道，《星际传奇3》是一部很仰仗于后期的电源，我们几乎每一个镜头都经过了调色和修整。”,英语/葡萄牙语,范·迪塞尔 Vin Diesel  ....Riddick,2h:06m:47s,星际传奇3/超世纪战警：暗黑对决(台) 未分级导演剪辑版,
动作/喜剧/剧情,,弗莱德里克·邦德 Fredrik Bond,,ftp://ygdy8:ygdy8@d201.dygod.org:9112/[阳光电影www.ygdy8.com].查理必死.BD.720p.中英双字幕.rmvb,于是，为了保护盖比，并向这个女人证明自己的爱情，他决定要和黑帮一战到底。凭借着自己的聪明，他倒是在一开始占得了先机，可是黑帮绝对不是那么好对付的，查理随后便陷入了被动。那么，为了救出盖比，查理就一定要死么？,英语,希亚·拉博夫 Shia LaBeouf  ....Charlie Countryman,108 Min,查理必死/查理·康特里曼必要的死亡/查理·坎特曼必须死/这该死的爱(台),
